OriginalID,Rank,Family,Genus,Species,
3,Family,Myrtaceae,,,
4,Genus,Myrtaceae,Eucalyptus,,
5,Species,Myrtaceae,Eucalyptus,camaldulensis,
6,Family,Acanthaceae,,,
7,Genus,Acanthaceae,Blepharis,,
8,Species,Acanthaceae,Blepharis,subvolubilis,
13,Genus,Leguminosae,Brachystegia,,
14,Species,Leguminosae,Brachystegia,boehmii,
15,Family,Combretaceae,,,
16,Genus,Combretaceae,Combretum,,
17,Species,Combretaceae,Combretum,apiculatum,
18,Family,Sapindaceae,,,
19,Genus,Sapindaceae,Acer,,
20,Species,Sapindaceae,Acer,saccharinum,
21,Family,Betulaceae,,,
22,Genus,Betulaceae,Alnus,,
23,Species,Betulaceae,Alnus,jorullensis,
24,Family,Anacardiaceae,,,
25,Genus,Anacardiaceae,Schinus,,
26,Species,Anacardiaceae,Schinus,pearcei,
27,Family,Apocynaceae,,,
28,Genus,Apocynaceae,Cynanchum,,
29,Species,Apocynaceae,Cynanchum,tarmense,
30,Family,Begoniaceae,,,
31,Genus,Begoniaceae,Begonia,,
32,Family,Berberidaceae,,,
33,Genus,Berberidaceae,Berberis,,
34,Species,Berberidaceae,Berberis,darwinii,
35,Genus,Betulaceae,Betula,,
36,Species,Betulaceae,Betula,glandulosa,
37,Family,Bignoniaceae,,,
38,Genus,Bignoniaceae,Tecoma,,
39,Species,Bignoniaceae,Tecoma,sambucifolia,
41,Genus,Scrophulariaceae,Buddleja,,
42,Species,Scrophulariaceae,Buddleja,incana,
43,Family,Basellaceae,,,
44,Genus,Basellaceae,Ullucus,,
45,Species,Basellaceae,Ullucus,tuberosus,
46,Family,Simmondsiaceae,,,
47,Genus,Simmondsiaceae,Simmondsia,,
48,Species,Simmondsiaceae,Simmondsia,chinensis,
49,Family,Cactaceae,,,
50,Genus,Cactaceae,Opuntia,,
51,Family,Campanulaceae,,,
54,Family,Caryophyllaceae,,,
55,Genus,Caryophyllaceae,Arenaria,,
56,Species,Caryophyllaceae,Arenaria,groenlandica,
58,Genus,Amaranthaceae,Nitrophila,,
59,Species,Amaranthaceae,Nitrophila,australis,
60,Family,Brassicaceae,,,
61,Genus,Brassicaceae,Draba,,
62,Species,Brassicaceae,Draba,breweri,
63,Genus,Compositae,Chiliotrichum,,
64,Species,Compositae,Chiliotrichum,diffusum,
66,Genus,Compositae,Iva,,
67,Species,Compositae,Iva,frutescens,
68,Genus,Compositae,Ambrosia,,
69,Species,Compositae,Ambrosia,arborescens,
70,Family,Cunoniaceae,,,
74,Family,Compositae,,,
75,Genus,Compositae,Mutisia,,
76,Family,Lycopodiaceae,,,
77,Genus,Lycopodiaceae,Huperzia,,
78,Species,Lycopodiaceae,Huperzia,selago,
79,Genus,Lycopodiaceae,Lycopodium,,
80,Species,Lycopodiaceae,Lycopodium,annotinum,
84,Family,Equisetaceae,,,
85,Genus,Equisetaceae,Equisetum,,
86,Species,Equisetaceae,Equisetum,fluviatile,
87,Species,Equisetaceae,Equisetum,sylvaticum,
88,Species,Equisetaceae,Equisetum,palustre,
89,Family,Ophioglossaceae,,,
90,Genus,Ophioglossaceae,Ophioglossum,,
91,Species,Ophioglossaceae,Ophioglossum,vulgatum,
92,Genus,Ophioglossaceae,Botrychium,,
93,Species,Ophioglossaceae,Botrychium,lunaria,
94,Family,Pteridaceae,,,
95,Genus,Pteridaceae,Adiantum,,
97,Genus,Pteridaceae,Cryptogramma,,
98,Species,Pteridaceae,Cryptogramma,crispa,
100,Genus,Pteridaceae,Anogramma,,
101,Species,Pteridaceae,Anogramma,leptophylla,
102,Family,Dicksoniaceae,,,
103,Genus,Dicksoniaceae,Dicksonia,,
104,Family,Dennstaedtiaceae,,,
105,Genus,Dennstaedtiaceae,Pteridium,,
106,Species,Dennstaedtiaceae,Pteridium,aquilinum,
107,Family,Thelypteridaceae,,,
108,Genus,Thelypteridaceae,Thelypteris,,
109,Species,Thelypteridaceae,Thelypteris,limbosperma,
110,Species,Thelypteridaceae,Thelypteris,phegopteris,
112,Family,Aspleniaceae,,,
113,Genus,Aspleniaceae,Asplenium,,
114,Family,Pinaceae,,,
115,Genus,Pinaceae,Pinus,,
116,Species,Pinaceae,Pinus,cembra,
117,Species,Pinaceae,Pinus,sylvestris,
118,Species,Pinaceae,Pinus,pinaster,
119,Species,Pinaceae,Pinus,mugo,
121,Species,Pinaceae,Pinus,peuce,
122,Species,Pinaceae,Pinus,nigra,
123,Family,Cupressaceae,,,
124,Genus,Cupressaceae,Juniperus,,
125,Species,Cupressaceae,Juniperus,oxycedrus,
126,Species,Cupressaceae,Juniperus,communis,
127,Family,Taxaceae,,,
128,Genus,Taxaceae,Taxus,,
129,Species,Taxaceae,Taxus,baccata,
130,Family,Ephedraceae,,,
131,Genus,Ephedraceae,Ephedra,,
132,Species,Ephedraceae,Ephedra,alte,
133,Species,Ephedraceae,Ephedra,major,
134,Family,Salicaceae,,,
135,Genus,Salicaceae,Salix,,
136,Species,Salicaceae,Salix,alba,
137,Species,Salicaceae,Salix,aurita,
138,Species,Salicaceae,Salix,triandra,
139,Species,Salicaceae,Salix,reticulata,
140,Genus,Salicaceae,Populus,,
141,Species,Salicaceae,Populus,tremula,
142,Genus,Cactaceae,Schlumbergera,,
143,Family,Malvaceae,,,
144,Genus,Malvaceae,Hibiscus,,
145,Species,Malvaceae,Hibiscus,moscheutos,
146,Species,Salicaceae,Salix,herbacea,
147,Species,Salicaceae,Salix,caprea,
148,Family,Juglandaceae,,,
149,Genus,Juglandaceae,Juglans,,
150,Species,Juglandaceae,Juglans,regia,
151,Species,Salicaceae,Salix,repens,
152,Species,Salicaceae,Salix,pentandra,
153,Species,Salicaceae,Salix,viminalis,
154,Species,Salicaceae,Salix,purpurea,
155,Family,Myricaceae,,,
156,Genus,Myricaceae,Myrica,,
157,Species,Myricaceae,Myrica,gale,
158,Species,Salicaceae,Populus,nigra,
159,Genus,Juglandaceae,Carya,,
160,Species,Juglandaceae,Carya,alba,
161,Genus,Juglandaceae,Pterocarya,,
162,Species,Juglandaceae,Pterocarya,fraxinifolia,
163,Species,Betulaceae,Alnus,rugosa,
164,Species,Betulaceae,Alnus,viridis,
165,Species,Betulaceae,Alnus,incana,
166,Genus,Betulaceae,Carpinus,,
167,Species,Betulaceae,Carpinus,betulus,
168,Species,Betulaceae,Alnus,glutinosa,
169,Species,Betulaceae,Carpinus,orientalis,
170,Family,Rubiaceae,,,
171,Genus,Rubiaceae,Sherardia,,
172,Species,Rubiaceae,Sherardia,arvensis,
173,Genus,Rubiaceae,Galium,,
174,Species,Rubiaceae,Galium,boreale,
175,Species,Rubiaceae,Galium,palustre,
176,Species,Rubiaceae,Galium,sterneri,
177,Species,Rubiaceae,Galium,aparine,
178,Genus,Rubiaceae,Rubia,,
179,Species,Rubiaceae,Rubia,peregrina,
180,Family,Convolvulaceae,,,
181,Genus,Convolvulaceae,Convolvulus,,
182,Species,Convolvulaceae,Convolvulus,arvensis,
183,Genus,Convolvulaceae,Cuscuta,,
184,Species,Convolvulaceae,Cuscuta,epithymum,
185,Genus,Convolvulaceae,Calystegia,,
186,Species,Convolvulaceae,Calystegia,soldanella,
187,Species,Convolvulaceae,Calystegia,sepium,
188,Family,Boraginaceae,,,
189,Genus,Boraginaceae,Pulmonaria,,
190,Species,Boraginaceae,Pulmonaria,obscura,
191,Species,Sapindaceae,Acer,campestre,
192,Family,Ranunculaceae,,,
193,Genus,Ranunculaceae,Aconitum,,
194,Species,Ranunculaceae,Aconitum,napellus,
195,Genus,Ranunculaceae,Actaea,,
196,Species,Ranunculaceae,Actaea,spicata,
197,Species,Pteridaceae,Adiantum,capillus-veneris,
198,Genus,Sapindaceae,Aesculus,,
199,Species,Sapindaceae,Aesculus,carnea,
200,Family,Apiaceae,,,
201,Genus,Apiaceae,Aethusa,,
202,Species,Apiaceae,Aethusa,cynapium,
203,Family,Rosaceae,,,
204,Genus,Rosaceae,Agrimonia,,
205,Species,Rosaceae,Agrimonia,eupatoria,
206,Genus,Caryophyllaceae,Agrostemma,,
207,Species,Caryophyllaceae,Agrostemma,githago,
208,Genus,Rosaceae,Alchemilla,,
209,Species,Rosaceae,Alchemilla,glabra,
210,Genus,Malvaceae,Althaea,,
211,Species,Malvaceae,Althaea,officinalis,
212,Genus,Apiaceae,Anthriscus,,
213,Species,Apiaceae,Anthriscus,sylvestris,
215,Genus,Leguminosae,Anthyllis,,
216,Species,Leguminosae,Anthyllis,vulneraria,
217,Genus,Apiaceae,Apium,,
218,Species,Apiaceae,Apium,nodiflorum,
219,Family,Ericaceae,,,
220,Genus,Ericaceae,Arctostaphylos,,
221,Species,Ericaceae,Arctostaphylos,uva-ursi,
222,Species,Caryophyllaceae,Arenaria,serpyllifolia,
223,Family,Plumbaginaceae,,,
224,Genus,Plumbaginaceae,Armeria,,
225,Species,Plumbaginaceae,Armeria,maritima,
226,Genus,Compositae,Artemisia,,
227,Species,Compositae,Artemisia,vulgaris,
229,Species,Aspleniaceae,Asplenium,trichomanes,
230,Genus,Leguminosae,Astragalus,,
231,Species,Leguminosae,Astragalus,alpinus,
232,Species,Leguminosae,Astragalus,glycyphyllos,
233,Family,Woodsiaceae,,,
234,Genus,Athyriaceae,Athyrium,,
235,Species,Athyriaceae,Athyrium,filix-femina,
236,Family,Primulaceae,,,
237,Genus,Primulaceae,Lysimachia,,
238,Species,Primulaceae,Lysimachia,nemorum,
239,Species,Berberidaceae,Berberis,vulgaris,
240,Species,Betulaceae,Betula,pubescens,
241,Family,Blechnaceae,,,
242,Genus,Blechnaceae,Blechnum,,
243,Species,Blechnaceae,Blechnum,spicant,
244,Family,Cucurbitaceae,,,
245,Genus,Cucurbitaceae,Bryonia,,
246,Species,Cucurbitaceae,Bryonia,cretica,
247,Genus,Brassicaceae,Sinapis,,
248,Species,Brassicaceae,Sinapis,arvensis,
249,Genus,Ranunculaceae,Aquilegia,,
250,Species,Ranunculaceae,Aquilegia,vulgaris,
251,Genus,Amaranthaceae,Beta,,
252,Species,Amaranthaceae,Beta,vulgaris,
253,Genus,Ericaceae,Calluna,,
254,Species,Ericaceae,Calluna,vulgaris,
255,Genus,Ranunculaceae,Caltha,,
256,Species,Ranunculaceae,Caltha,palustris,
257,Genus,Campanulaceae,Campanula,,
258,Species,Campanulaceae,Campanula,rotundifolia,
259,Family,Cannabaceae,,,
260,Genus,Cannabaceae,Cannabis,,
261,Species,Cannabaceae,Cannabis,sativa,
262,Family,Cyperaceae,,,
263,Genus,Cyperaceae,Carex,,
264,Species,Cyperaceae,Carex,arenaria,
265,Genus,Apiaceae,Carum,,
266,Species,Apiaceae,Carum,verticillatum,
267,Genus,Compositae,Centaurea,,
269,Species,Compositae,Centaurea,nigra,
270,Family,Papaveraceae,,,
271,Genus,Papaveraceae,Ceratocapnos,,
272,Species,Papaveraceae,Ceratocapnos,claviculata,
273,Genus,Papaveraceae,Chelidonium,,
274,Species,Papaveraceae,Chelidonium,majus,
275,Family,Onagraceae,,,
276,Genus,Onagraceae,Circaea,,
277,Species,Onagraceae,Circaea,lutetiana,
278,Genus,Compositae,Cirsium,,
279,Species,Compositae,Cirsium,vulgare,
280,Genus,Apiaceae,Conopodium,,
281,Species,Apiaceae,Conopodium,majus,
282,Family,Cornaceae,,,
283,Genus,Cornaceae,Cornus,,
284,Species,Cornaceae,Cornus,sanguinea,
285,Species,Cornaceae,Cornus,suecica,
286,Genus,Betulaceae,Corylus,,
287,Species,Betulaceae,Corylus,avellana,
288,Genus,Cystopteridaceae,Cystopteris,,
289,Species,Cystopteridaceae,Cystopteris,fragilis,
290,Species,Cystopteridaceae,Cystopteris,montana,
291,Genus,Ranunculaceae,Myosurus,,
292,Species,Ranunculaceae,Myosurus,minimus,
293,Genus,Caryophyllaceae,Stellaria,,
294,Species,Caryophyllaceae,Stellaria,palustris,
295,Genus,Compositae,Taraxacum,,
297,Family,Orchidaceae,,,
298,Genus,Orchidaceae,Dactylorhiza,,
299,Species,Orchidaceae,Dactylorhiza,maculata,
300,Genus,Apiaceae,Daucus,,
301,Species,Apiaceae,Daucus,carota,
302,Genus,Caryophyllaceae,Dianthus,,
303,Species,Caryophyllaceae,Dianthus,deltoides,
304,Genus,Lycopodiaceae,Diphasiastrum,,
305,Species,Lycopodiaceae,Diphasiastrum,alpinum,
306,Family,Droseraceae,,,
307,Genus,Droseraceae,Drosera,,
309,Genus,Rosaceae,Dryas,,
310,Species,Rosaceae,Dryas,octopetala,
311,Family,Dryopteridaceae,,,
312,Genus,Dryopteridaceae,Dryopteris,,
313,Species,Dryopteridaceae,Dryopteris,cristata,
314,Species,Dryopteridaceae,Dryopteris,dilatata,
315,Species,Dryopteridaceae,Dryopteris,filix-mas,
316,Genus,Boraginaceae,Echium,,
317,Species,Boraginaceae,Echium,vulgare,
318,Genus,Onagraceae,Epilobium,,
319,Species,Onagraceae,Epilobium,hirsutum,
320,Species,Equisetaceae,Equisetum,telmateia,
321,Family,Eriocaulaceae,,,
322,Genus,Eriocaulaceae,Eriocaulon,,
323,Species,Eriocaulaceae,Eriocaulon,aquaticum,
324,Family,Geraniaceae,,,
325,Genus,Geraniaceae,Erodium,,
326,Species,Geraniaceae,Erodium,cicutarium,
327,Family,Celastraceae,,,
328,Genus,Celastraceae,Euonymus,,
329,Species,Celastraceae,Euonymus,europaeus,
330,Family,Euphorbiaceae,,,
331,Genus,Euphorbiaceae,Euphorbia,,
332,Species,Euphorbiaceae,Euphorbia,helioscopia,
333,Family,Polygonaceae,,,
334,Genus,Polygonaceae,Fagopyrum,,
335,Species,Polygonaceae,Fagopyrum,esculentum,
336,Family,Fagaceae,,,
337,Genus,Fagaceae,Fagus,,
338,Species,Fagaceae,Fagus,sylvatica,
339,Genus,Rosaceae,Filipendula,,
340,Species,Rosaceae,Filipendula,ulmaria,
341,Family,Rhamnaceae,,,
342,Genus,Rhamnaceae,Frangula,,
343,Species,Rhamnaceae,Frangula,alnus,
344,Family,Frankeniaceae,,,
345,Genus,Frankeniaceae,Frankenia,,
346,Species,Frankeniaceae,Frankenia,laevis,
347,Family,Oleaceae,,,
348,Genus,Oleaceae,Fraxinus,,
349,Species,Oleaceae,Fraxinus,excelsior,
350,Genus,Papaveraceae,Fumaria,,
351,Species,Papaveraceae,Fumaria,officinalis,
352,Genus,Geraniaceae,Geranium,,
353,Species,Geraniaceae,Geranium,pratense,
354,Genus,Rosaceae,Geum,,
355,Species,Rosaceae,Geum,urbanum,
356,Genus,Papaveraceae,Glaucium,,
357,Species,Papaveraceae,Glaucium,flavum,
358,Family,Araliaceae,,,
359,Genus,Araliaceae,Hedera,,
360,Species,Araliaceae,Hedera,helix,
361,Family,Cistaceae,,,
362,Genus,Cistaceae,Helianthemum,,
363,Species,Cistaceae,Helianthemum,nummularium,
364,Genus,Ranunculaceae,Helleborus,,
365,Species,Ranunculaceae,Helleborus,foetidus,
366,Species,Ranunculaceae,Helleborus,viridis,
367,Genus,Apiaceae,Heracleum,,
368,Species,Apiaceae,Heracleum,sphondylium,
369,Genus,Leguminosae,Hippocrepis,,
370,Species,Leguminosae,Hippocrepis,comosa,
371,Family,Elaeagnaceae,,,
374,Genus,Primulaceae,Hottonia,,
375,Species,Primulaceae,Hottonia,palustris,
376,Genus,Cannabaceae,Humulus,,
377,Species,Cannabaceae,Humulus,lupulus,
378,Family,Hymenophyllaceae,,,
379,Genus,Hymenophyllaceae,Hymenophyllum,,
381,Family,Hypericaceae,,,
382,Genus,Hypericaceae,Hypericum,,
383,Species,Hypericaceae,Hypericum,androsaemum,
384,Species,Hypericaceae,Hypericum,elodes,
385,Species,Hypericaceae,Hypericum,pulchrum,
386,Family,Aquifoliaceae,,,
387,Genus,Aquifoliaceae,Ilex,,
388,Species,Aquifoliaceae,Ilex,aquifolium,
389,Family,Balsaminaceae,,,
390,Genus,Balsaminaceae,Impatiens,,
391,Species,Balsaminaceae,Impatiens,glandulifera,
392,Family,Iridaceae,,,
393,Genus,Iridaceae,Iris,,
394,Species,Iridaceae,Iris,pseudacorus,
396,Genus,IsoÎtaceae,Isoetes,,
397,Species,IsoÎtaceae,Isoetes,echinospora,
398,Species,IsoÎtaceae,Isoetes,lacustris,
399,Genus,Polygonaceae,Koenigia,,
400,Species,Polygonaceae,Koenigia,islandica,
401,Family,Linaceae,,,
402,Genus,Linaceae,Linum,,
403,Species,Linaceae,Linum,catharticum,
404,Species,Linaceae,Linum,usitatissimum,
405,Genus,Leguminosae,Lotus,,
410,Species,Lycopodiaceae,Lycopodium,clavatum,
411,Family,Lythraceae,,,
412,Genus,Lythraceae,Lythrum,,
413,Species,Lythraceae,Lythrum,salicaria,
414,Genus,Malvaceae,Malva,,
415,Species,Malvaceae,Malva,sylvestris,
416,Family,Orobanchaceae,,,
417,Genus,Orobanchaceae,Melampyrum,,
418,Species,Orobanchaceae,Melampyrum,sylvaticum,
419,Family,Menyanthaceae,,,
420,Genus,Menyanthaceae,Menyanthes,,
421,Species,Menyanthaceae,Menyanthes,trifoliata,
422,Genus,Euphorbiaceae,Mercurialis,,
423,Species,Euphorbiaceae,Mercurialis,annua,
424,Species,Euphorbiaceae,Mercurialis,perennis,
425,Genus,Apiaceae,Meum,,
426,Species,Apiaceae,Meum,athamanticum,
427,Family,Haloragaceae,,,
428,Genus,Haloragaceae,Myriophyllum,,
429,Species,Haloragaceae,Myriophyllum,verticillatum,
430,Family,Lamiaceae,,,
431,Genus,Lamiaceae,Thymus,,
432,Species,Lamiaceae,Thymus,praecox,
433,Family,Nymphaeaceae,,,
434,Genus,Nymphaeaceae,Nuphar,,
435,Species,Nymphaeaceae,Nuphar,lutea,
436,Genus,Nymphaeaceae,Nymphaea,,
437,Species,Nymphaeaceae,Nymphaea,alba,
438,Genus,Apiaceae,Oenanthe,,
439,Species,Apiaceae,Oenanthe,fistulosa,
440,Genus,Leguminosae,Onobrychis,,
441,Species,Leguminosae,Onobrychis,viciifolia,
442,Genus,Leguminosae,Ononis,,
443,Species,Leguminosae,Ononis,repens,
444,Family,Osmundaceae,,,
445,Genus,Osmundaceae,Osmunda,,
446,Species,Osmundaceae,Osmunda,regalis,
447,Family,Oxalidaceae,,,
448,Genus,Oxalidaceae,Oxalis,,
449,Species,Oxalidaceae,Oxalis,acetosella,
450,Genus,Polygonaceae,Oxyria,,
451,Species,Polygonaceae,Oxyria,digyna,
452,Genus,Apiaceae,Angelica,,
453,Species,Apiaceae,Angelica,sylvestris,
454,Genus,Rosaceae,Fragaria,,
455,Species,Rosaceae,Fragaria,vesca,
456,Family,Poaceae,,,
457,Genus,Poaceae,Molinia,,
458,Species,Poaceae,Molinia,caerulea,
459,Genus,Papaveraceae,Papaver,,
460,Species,Papaveraceae,Papaver,rhoeas,
461,Family,Urticaceae,,,
462,Genus,Urticaceae,Parietaria,,
463,Species,Urticaceae,Parietaria,judaica,
464,Genus,Celastraceae,Parnassia,,
465,Species,Celastraceae,Parnassia,palustris,
466,Genus,Apiaceae,Pastinaca,,
467,Species,Apiaceae,Pastinaca,sativa,
468,Genus,Orobanchaceae,Pedicularis,,
469,Species,Orobanchaceae,Pedicularis,sylvatica,
470,Genus,Polygonaceae,Persicaria,,
471,Species,Polygonaceae,Persicaria,amphibia,
472,Species,Polygonaceae,Persicaria,minor,
473,Species,Polygonaceae,Persicaria,vivipara,
474,Genus,Thelypteridaceae,Phegopteris,,
475,Species,Thelypteridaceae,Phegopteris,connectilis,
476,Family,Marsileaceae,,,
479,Genus,Apiaceae,Pimpinella,,
480,Species,Apiaceae,Pimpinella,major,
481,Family,Plantaginaceae,,,
482,Genus,Plantaginaceae,Plantago,,
483,Species,Plantaginaceae,Plantago,lanceolata,
484,Family,Polygalaceae,,,
485,Genus,Polygalaceae,Polygala,,
486,Species,Polygalaceae,Polygala,vulgaris,
487,Genus,Polygonaceae,Polygonum,,
488,Species,Polygonaceae,Polygonum,aviculare,
489,Family,Polypodiaceae,,,
490,Genus,Polypodiaceae,Polypodium,,
491,Species,Polypodiaceae,Polypodium,interjectum,
492,Genus,Dryopteridaceae,Polystichum,,
493,Species,Dryopteridaceae,Polystichum,aculeatum,
494,Family,Potamogetonaceae,,,
495,Genus,Potamogetonaceae,Potamogeton,,
496,Species,Potamogetonaceae,Potamogeton,natans,
497,Genus,Rosaceae,Potentilla,,
498,Species,Rosaceae,Potentilla,erecta,
499,Genus,Primulaceae,Primula,,
500,Species,Primulaceae,Primula,farinosa,
501,Species,Primulaceae,Primula,scotica,
502,Species,Primulaceae,Primula,vulgaris,
503,Genus,Fagaceae,Quercus,,
504,Species,Fagaceae,Quercus,robur,
505,Genus,Ranunculaceae,Clematis,,
506,Species,Ranunculaceae,Clematis,vitalba,
509,Genus,Linaceae,Radiola,,
510,Species,Linaceae,Radiola,linoides,
511,Genus,Ranunculaceae,Ranunculus,,
512,Species,Ranunculaceae,Ranunculus,acris,
513,Species,Ranunculaceae,Ranunculus,arvensis,
514,Species,Ranunculaceae,Ranunculus,parviflorus,
515,Family,Resedaceae,,,
516,Genus,Resedaceae,Reseda,,
517,Species,Resedaceae,Reseda,lutea,
518,Genus,Rhamnaceae,Rhamnus,,
519,Species,Rhamnaceae,Rhamnus,catharticus,
520,Genus,Rosaceae,Rosa,,
521,Species,Rosaceae,Rosa,canina,
522,Genus,Rosaceae,Rubus,,
523,Species,Rosaceae,Rubus,chamaemorus,
524,Species,Rosaceae,Rubus,idaeus,
525,Genus,Polygonaceae,Rumex,,
526,Species,Polygonaceae,Rumex,acetosa,
527,Species,Polygonaceae,Rumex,acetosella,
528,Species,Polygonaceae,Rumex,crispus,
529,Genus,Woodsiaceae,Woodsia,,
530,Species,Woodsiaceae,Woodsia,ilvensis,
531,Genus,Ericaceae,Vaccinium,,
532,Species,Ericaceae,Vaccinium,vitis-idaea,
533,Genus,Leguminosae,Vicia,,
534,Species,Leguminosae,Vicia,cracca,
535,Species,Leguminosae,Vicia,sylvatica,
536,Family,Violaceae,,,
537,Genus,Violaceae,Viola,,
538,Species,Violaceae,Viola,arvensis,
539,Species,Violaceae,Viola,canina,
540,Family,Santalaceae,,,
541,Genus,Santalaceae,Viscum,,
542,Species,Santalaceae,Viscum,album,
543,Genus,Leguminosae,Ulex,,
544,Species,Leguminosae,Ulex,europaeus,
545,Family,Ulmaceae,,,
546,Genus,Ulmaceae,Ulmus,,
547,Species,Ulmaceae,Ulmus,glabra,
548,Genus,Urticaceae,Urtica,,
549,Species,Urticaceae,Urtica,dioica,
550,Family,Dioscoreaceae,,,
553,Genus,Ranunculaceae,Thalictrum,,
554,Species,Ranunculaceae,Thalictrum,minus,
555,Genus,Santalaceae,Thesium,,
556,Species,Santalaceae,Thesium,humifusum,
557,Genus,Malvaceae,Tilia,,
558,Species,Malvaceae,Tilia,cordata,
559,Species,Malvaceae,Tilia,platyphyllos,
560,Genus,Apiaceae,Torilis,,
561,Species,Apiaceae,Torilis,japonica,
562,Genus,Leguminosae,Trifolium,,
563,Species,Leguminosae,Trifolium,pratense,
564,Genus,Ranunculaceae,Trollius,,
565,Species,Ranunculaceae,Trollius,europaeus,
566,Family,Typhaceae,,,
567,Genus,Typhaceae,Typha,,
568,Species,Typhaceae,Typha,latifolia,
569,Genus,Apiaceae,Berula,,
570,Species,Apiaceae,Berula,erecta,
571,Family,Adoxaceae,,,
572,Genus,Adoxaceae,Sambucus,,
573,Species,Adoxaceae,Sambucus,nigra,
574,Genus,Rosaceae,Sanguisorba,,
575,Species,Rosaceae,Sanguisorba,minor,
576,Species,Rosaceae,Sanguisorba,officinalis,
577,Genus,Apiaceae,Sanicula,,
578,Species,Apiaceae,Sanicula,europaea,
579,Family,Saxifragaceae,,,
580,Genus,Saxifragaceae,Saxifraga,,
581,Species,Saxifragaceae,Saxifraga,aizoides,
582,Species,Saxifragaceae,Saxifraga,oppositifolia,
583,Species,Saxifragaceae,Saxifraga,stellaris,
584,Species,Saxifragaceae,Saxifraga,tridactylites,
585,Family,Crassulaceae,,,
586,Genus,Crassulaceae,Sedum,,
587,Species,Crassulaceae,Sedum,villosum,
588,Family,Selaginellaceae,,,
589,Genus,Selaginellaceae,Selaginella,,
590,Species,Selaginellaceae,Selaginella,selaginoides,
591,Genus,Compositae,Serratula,,
592,Species,Compositae,Serratula,tinctoria,
593,Genus,Caryophyllaceae,Silene,,
594,Species,Caryophyllaceae,Silene,dioica,
595,Species,Caryophyllaceae,Silene,otitis,
596,Genus,Rosaceae,Sorbus,,
597,Species,Rosaceae,Sorbus,aucuparia,
598,Genus,Caryophyllaceae,Spergularia,,
599,Species,Caryophyllaceae,Spergularia,media,
600,Species,Caryophyllaceae,Stellaria,holostea,
602,Genus,Caprifoliaceae,Succisa,,
603,Species,Caprifoliaceae,Succisa,pratensis,
604,Genus,Compositae,Tussilago,,
605,Species,Compositae,Tussilago,farfara,
606,Species,Rosaceae,Agrimonia,procera,
607,Genus,Poaceae,Aira,,
608,Species,Poaceae,Aira,praecox,
609,Genus,Lamiaceae,Ajuga,,
610,Species,Lamiaceae,Ajuga,chamaepitys,
611,Species,Rosaceae,Alchemilla,filicaulis,
612,Species,Rosaceae,Alchemilla,xanthochlora,
613,Family,Amaryllidaceae,,,
614,Genus,Amaryllidaceae,Allium,,
615,Species,Amaryllidaceae,Allium,triquetrum,
618,Species,Apiaceae,Anthriscus,caucalis,
619,Genus,Plantaginaceae,Antirrhinum,,
620,Species,Plantaginaceae,Antirrhinum,majus,
621,Genus,Compositae,Arctium,,
622,Species,Compositae,Arctium,lappa,
623,Species,Compositae,Arctium,minus,
624,Species,Compositae,Artemisia,absinthium,
625,Species,Compositae,Artemisia,campestris,
626,Family,Araceae,,,
627,Genus,Araceae,Arum,,
628,Species,Araceae,Arum,maculatum,
629,Family,Asparagaceae,,,
630,Genus,Asparagaceae,Asparagus,,
631,Species,Asparagaceae,Asparagus,officinalis,
632,Genus,Amaranthaceae,Atriplex,,
633,Species,Amaranthaceae,Atriplex,patula,
634,Species,Amaranthaceae,Atriplex,portulacoides,
635,Genus,Poaceae,Avena,,
636,Species,Poaceae,Avena,fatua,
637,Species,Poaceae,Avena,sativa,
638,Species,Poaceae,Avena,sterilis,
639,Genus,Brassicaceae,Barbarea,,
640,Species,Brassicaceae,Barbarea,intermedia,
641,Species,Brassicaceae,Barbarea,vulgaris,
642,Genus,Apiaceae,Bupleurum,,
643,Species,Apiaceae,Bupleurum,falcatum,
644,Species,Apiaceae,Bupleurum,fruticosum,
645,Family,Buxaceae,,,
646,Genus,Buxaceae,Buxus,,
647,Species,Buxaceae,Buxus,sempervirens,
648,Genus,Brassicaceae,Cardamine,,
649,Species,Brassicaceae,Cardamine,flexuosa,
650,Species,Brassicaceae,Cardamine,hirsuta,
651,Genus,Compositae,Carduus,,
652,Species,Compositae,Carduus,nutans,
653,Species,Cyperaceae,Carex,acutiformis,
654,Species,Cyperaceae,Carex,pendula,
655,Genus,Compositae,Carlina,,
656,Species,Compositae,Carlina,vulgaris,
657,Species,Compositae,Centaurea,montana,
658,Family,Gentianaceae,,,
659,Genus,Gentianaceae,Centaurium,,
660,Species,Gentianaceae,Centaurium,littorale,
661,Genus,Plantaginaceae,Chaenorhinum,,
662,Species,Plantaginaceae,Chaenorhinum,minus,
663,Genus,Apiaceae,Chaerophyllum,,
664,Species,Apiaceae,Chaerophyllum,temulum,
665,Genus,Compositae,Chamaemelum,,
666,Species,Compositae,Chamaemelum,nobile,
667,Species,Compositae,Cirsium,dissectum,
668,Genus,Lamiaceae,Clinopodium,,
669,Species,Lamiaceae,Clinopodium,calamintha,
670,Species,Lamiaceae,Clinopodium,vulgare,
671,Genus,Apiaceae,Conium,,
672,Species,Apiaceae,Conium,maculatum,
673,Genus,Asparagaceae,Convallaria,,
674,Species,Asparagaceae,Convallaria,majalis,
675,Genus,Rosaceae,Cotoneaster,,
