OriginalID,Rank,Family,Genus,Species,
1282,Species,Ranunculaceae,Ranunculus,tripartitus,
1283,Species,Ranunculaceae,Thalictrum,alpinum,
1284,Species,Ranunculaceae,Thalictrum,aquilegiifolium,
1285,Species,Ranunculaceae,Thalictrum,flavum,
1286,Species,Ranunculaceae,Thalictrum,foetidum,
1287,Species,Ranunculaceae,Thalictrum,lucidum,
1288,Genus,Brassicaceae,Alliaria,,
1289,Species,Brassicaceae,Alliaria,petiolata,
1290,Genus,Brassicaceae,Arabidopsis,,
1291,Species,Brassicaceae,Arabidopsis,thaliana,
1292,Genus,Brassicaceae,Turritis,,
1293,Species,Brassicaceae,Turritis,glabra,
1294,Genus,Brassicaceae,Armoracia,,
1295,Species,Brassicaceae,Armoracia,rusticana,
1296,Genus,Brassicaceae,Berteroa,,
1297,Species,Brassicaceae,Berteroa,incana,
1298,Species,Brassicaceae,Cardamine,amara,
1299,Species,Brassicaceae,Cardamine,bulbifera,
1300,Species,Brassicaceae,Cardamine,pratensis,
1301,Species,Brassicaceae,Arabidopsis,lyrata,
1302,Genus,Brassicaceae,Cochlearia,,
1303,Species,Brassicaceae,Cochlearia,anglica,
1304,Species,Brassicaceae,Cochlearia,danica,
1305,Species,Brassicaceae,Cochlearia,officinalis,
1306,Species,Brassicaceae,Draba,aizoides,
1307,Species,Brassicaceae,Draba,incana,
1308,Genus,Brassicaceae,Erophila,,
1309,Species,Brassicaceae,Erophila,verna,
1310,Genus,Brassicaceae,Erysimum,,
1311,Species,Brassicaceae,Erysimum,cheiranthoides,
1312,Genus,Brassicaceae,Lunaria,,
1313,Species,Brassicaceae,Lunaria,annua,
1314,Genus,Brassicaceae,Nasturtium,,
1315,Species,Brassicaceae,Nasturtium,microphyllum,
1316,Species,Brassicaceae,Nasturtium,officinale,
1317,Genus,Brassicaceae,Rorippa,,
1318,Species,Brassicaceae,Rorippa,amphibia,
1319,Species,Brassicaceae,Rorippa,islandica,
1320,Genus,Brassicaceae,Sisymbrium,,
1321,Species,Brassicaceae,Sisymbrium,officinale,
1322,Species,Brassicaceae,Sisymbrium,orientale,
1323,Family,Capparaceae,,,
1324,Genus,Capparaceae,Capparis,,
1325,Species,Capparaceae,Capparis,spinosa,
1326,Genus,Papaveraceae,Pseudofumaria,,
1327,Species,Papaveraceae,Pseudofumaria,lutea,
1328,Species,Papaveraceae,Pseudofumaria,alba,
1329,Genus,Brassicaceae,Brassica,,
1330,Species,Brassicaceae,Brassica,napus,
1331,Species,Brassicaceae,Brassica,nigra,
1332,Genus,Brassicaceae,Cakile,,
1333,Species,Brassicaceae,Cakile,maritima,
1334,Genus,Brassicaceae,Capsella,,
1335,Species,Brassicaceae,Capsella,bursa-pastoris,
1336,Genus,Brassicaceae,Diplotaxis,,
1337,Species,Brassicaceae,Diplotaxis,muralis,
1338,Genus,Brassicaceae,Iberis,,
1339,Species,Brassicaceae,Iberis,amara,
1340,Species,Brassicaceae,Lepidium,latifolium,
1341,Genus,Brassicaceae,Coincya,,
1342,Species,Brassicaceae,Coincya,monensis,
1343,Genus,Brassicaceae,Teesdalia,,
1344,Species,Brassicaceae,Teesdalia,nudicaulis,
1345,Species,Crassulaceae,Sedum,acre,
1346,Species,Crassulaceae,Sedum,album,
1347,Species,Crassulaceae,Sedum,alpestre,
1348,Species,Crassulaceae,Sedum,anglicum,
1349,Species,Crassulaceae,Sedum,telephium,
1350,Genus,Crassulaceae,Sempervivum,,
1351,Species,Crassulaceae,Sempervivum,arachnoideum,
1352,Species,Crassulaceae,Sempervivum,montanum,
1353,Genus,Crassulaceae,Umbilicus,,
1354,Species,Crassulaceae,Umbilicus,rupestris,
1355,Genus,Droseraceae,Dionaea,,
1356,Species,Droseraceae,Dionaea,muscipula,
1357,Species,Droseraceae,Drosera,rotundifolia,
1358,Species,Resedaceae,Reseda,luteola,
1359,Species,Crassulaceae,Sedum,roseum,
1360,Species,Crassulaceae,Sedum,hispanicum,
1361,Family,Escalloniaceae,,,
1362,Genus,Escalloniaceae,Escallonia,,
1363,Species,Escalloniaceae,Escallonia,rubra,
1364,Species,Grossulariaceae,Ribes,rubrum,
1365,Genus,Saxifragaceae,Chrysosplenium,,
1366,Species,Saxifragaceae,Chrysosplenium,alternifolium,
1367,Species,Saxifragaceae,Chrysosplenium,oppositifolium,
1368,Species,Saxifragaceae,Saxifraga,adscendens,
1369,Species,Saxifragaceae,Saxifraga,aspera,
1370,Species,Saxifragaceae,Saxifraga,bryoides,
1371,Species,Saxifragaceae,Saxifraga,cernua,
1372,Species,Saxifragaceae,Saxifraga,cespitosa,
1373,Species,Saxifragaceae,Saxifraga,cotyledon,
1374,Species,Saxifragaceae,Saxifraga,granulata,
1375,Species,Saxifragaceae,Saxifraga,hypnoides,
1376,Species,Saxifragaceae,Saxifraga,paniculata,
1377,Species,Saxifragaceae,Saxifraga,rosacea,
1378,Species,Saxifragaceae,Saxifraga,rotundifolia,
1379,Species,Saxifragaceae,Saxifraga,spathularis,
1380,Family,Strasburgeriaceae,,,
1381,Genus,Strasburgeriaceae,Ixerba,,
1382,Species,Strasburgeriaceae,Ixerba,brexioides,
1383,Genus,Rosaceae,Aruncus,,
1384,Species,Rosaceae,Aruncus,dioicus,
1385,Species,Rosaceae,Filipendula,vulgaris,
1386,Species,Rosaceae,Geum,montanum,
1387,Species,Rosaceae,Geum,rivale,
1388,Species,Rosaceae,Rubus,caesius,
1389,Species,Rosaceae,Rubus,vestitus,
1390,Species,Rosaceae,Rubus,saxatilis,
1391,Species,Rosaceae,Alchemilla,alpina,
1392,Species,Rosaceae,Alchemilla,conjuncta,
1393,Genus,Rosaceae,Amelanchier,,
1394,Species,Rosaceae,Amelanchier,grandiflora,
1395,Genus,Rosaceae,Crataegus,,
1396,Species,Rosaceae,Crataegus,laevigata,
1397,Species,Rosaceae,Potentilla,anserina,
1398,Species,Rosaceae,Potentilla,argentea,
1399,Species,Rosaceae,Potentilla,caulescens,
1400,Species,Rosaceae,Potentilla,grandiflora,
1401,Species,Rosaceae,Potentilla,norvegica,
1402,Genus,Rosaceae,Comarum,,
1403,Species,Rosaceae,Comarum,palustre,
1404,Species,Rosaceae,Potentilla,patula,
1405,Species,Rosaceae,Potentilla,reptans,
1406,Genus,Rosaceae,Sibbaldia,,
1407,Species,Rosaceae,Sibbaldia,procumbens,
1408,Species,Rosaceae,Sorbus,aria,
1409,Species,Rosaceae,Sorbus,lancastriensis,
1410,Species,Rosaceae,Sorbus,minima,
1411,Species,Rosaceae,Sorbus,rupicola,
1412,Species,Rosaceae,Sorbus,torminalis,
1413,Species,Rosaceae,Potentilla,crantzii,
1414,Species,Leguminosae,Astragalus,danicus,
1415,Species,Leguminosae,Astragalus,frigidus,
1416,Genus,Leguminosae,Bauhinia,,
1417,Species,Leguminosae,Bauhinia,petersiana,
1418,Genus,Leguminosae,Ceratonia,,
1419,Species,Leguminosae,Ceratonia,siliqua,
1420,Genus,Leguminosae,Cercis,,
1421,Species,Leguminosae,Cercis,siliquastrum,
1422,Genus,Leguminosae,Chamaespartium,,
1423,Species,Leguminosae,Chamaespartium,tridentatum,
1424,Genus,Leguminosae,Colutea,,
1425,Species,Leguminosae,Colutea,arborescens,
1426,Species,Leguminosae,Cytisus,scoparius,
1427,Genus,Leguminosae,Echinospartum,,
1428,Species,Leguminosae,Echinospartum,lusitanicum,
1429,Genus,Leguminosae,Galega,,
1430,Species,Leguminosae,Galega,officinalis,
1431,Species,Leguminosae,Genista,anglica,
1432,Species,Leguminosae,Genista,pilosa,
1433,Species,Leguminosae,Genista,tinctoria,
1434,Genus,Leguminosae,Laburnum,,
1435,Species,Leguminosae,Laburnum,alpinum,
1436,Species,Leguminosae,Lathyrus,japonicus,
1437,Genus,Leguminosae,Oxytropis,,
1438,Species,Leguminosae,Oxytropis,campestris,
1439,Species,Leguminosae,Oxytropis,halleri,
1440,Genus,Leguminosae,Phaseolus,,
1441,Species,Leguminosae,Phaseolus,coccineus,
1442,Genus,Leguminosae,Spartium,,
1443,Species,Leguminosae,Spartium,junceum,
1444,Species,Leguminosae,Genista,monspessulana,
1445,Species,Leguminosae,Ulex,gallii,
1446,Species,Leguminosae,Ulex,minor,
1447,Species,Leguminosae,Vicia,hirsuta,
1448,Species,Leguminosae,Vicia,orobus,
1449,Species,Leguminosae,Lathyrus,linifolius,
1450,Species,Leguminosae,Lathyrus,palustris,
1451,Species,Leguminosae,Lathyrus,pratensis,
1452,Species,Leguminosae,Lathyrus,vernus,
1453,Genus,Leguminosae,Medicago,,
1454,Species,Leguminosae,Medicago,arabica,
1455,Species,Leguminosae,Medicago,lupulina,
1456,Species,Leguminosae,Medicago,sativa,
1457,Genus,Leguminosae,Melilotus,,
1458,Species,Leguminosae,Melilotus,officinalis,
1459,Species,Leguminosae,Melilotus,altissimus,
1460,Species,Leguminosae,Ononis,natrix,
1461,Species,Leguminosae,Ononis,spinosa,
1462,Genus,Leguminosae,Pisum,,
1463,Species,Leguminosae,Pisum,sativum,
1464,Species,Leguminosae,Trifolium,alpinum,
1465,Species,Leguminosae,Trifolium,arvense,
1466,Species,Leguminosae,Trifolium,badium,
1467,Species,Leguminosae,Trifolium,campestre,
1468,Species,Leguminosae,Trifolium,dubium,
1469,Species,Leguminosae,Trifolium,fragiferum,
1470,Species,Leguminosae,Trifolium,hybridum,
1471,Species,Leguminosae,Trifolium,montanum,
1472,Species,Leguminosae,Trifolium,repens,
1473,Species,Leguminosae,Trifolium,striatum,
1474,Species,Leguminosae,Vicia,faba,
1475,Species,Leguminosae,Vicia,grandiflora,
1476,Species,Leguminosae,Vicia,sativa,
1477,Species,Leguminosae,Vicia,sepium,
1478,Species,Leguminosae,Vicia,tetrasperma,
1479,Species,Geraniaceae,Geranium,macrorrhizum,
1480,Species,Geraniaceae,Geranium,robertianum,
1481,Species,Geraniaceae,Geranium,sanguineum,
1482,Genus,Geraniaceae,Pelargonium,,
1483,Species,Geraniaceae,Pelargonium,vitifolium,
1484,Genus,Leguminosae,Securigera,,
1485,Species,Leguminosae,Securigera,varia,
1486,Species,Leguminosae,Dorycnium,hirsutum,
1487,Species,Leguminosae,Dorycnium,pentaphyllum,
1488,Genus,Leguminosae,Hedysarum,,
1489,Species,Leguminosae,Hedysarum,boutignyanum,
1490,Species,Leguminosae,Hippocrepis,multisiliquosa,
1491,Species,Leguminosae,Lotus,corniculatus,
1492,Species,Leguminosae,Lotus,tenuis,
1493,Species,Leguminosae,Trifolium,medium,
1494,Species,Leguminosae,Trifolium,noricum,
1495,Species,Leguminosae,Trifolium,scabrum,
1496,Species,Leguminosae,Trifolium,subterraneum,
1497,Species,Oxalidaceae,Oxalis,pes-caprae,
1498,Genus,Euphorbiaceae,Croton,,
1499,Species,Euphorbiaceae,Croton,churumayensis,
1500,Species,Euphorbiaceae,Euphorbia,exigua,
1501,Species,Euphorbiaceae,Euphorbia,peplus,
1502,Species,Euphorbiaceae,Euphorbia,portlandica,
1503,Species,Euphorbiaceae,Mercurialis,tomentosa,
1504,Species,Geraniaceae,Geranium,dissectum,
1505,Species,Geraniaceae,Geranium,lucidum,
1506,Species,Geraniaceae,Geranium,molle,
1507,Species,Geraniaceae,Geranium,phaeum,
1508,Species,Geraniaceae,Geranium,pusillum,
1509,Species,Geraniaceae,Geranium,pyrenaicum,
1510,Species,Geraniaceae,Geranium,sylvaticum,
1511,Species,Linaceae,Linum,bienne,
1512,Species,Linaceae,Linum,tenuifolium,
1513,Species,Linaceae,Linum,trigynum,
1514,Species,Pinaceae,Pinus,halepensis,
1515,Family,Zygophyllaceae,,,
1516,Genus,Zygophyllaceae,Tribulus,,
1517,Species,Zygophyllaceae,Tribulus,terrestris,
1518,Genus,Anacardiaceae,Cotinus,,
1519,Species,Anacardiaceae,Cotinus,coggygria,
1520,Species,Anacardiaceae,Pistacia,lentiscus,
1521,Species,Anacardiaceae,Pistacia,terebinthus,
1522,Species,Balsaminaceae,Impatiens,parviflora,
1523,Family,Coriariaceae,,,
1524,Genus,Coriariaceae,Coriaria,,
1525,Species,Coriariaceae,Coriaria,myrtifolia,
1526,Species,Euphorbiaceae,Euphorbia,amygdaloides,
1527,Species,Euphorbiaceae,Euphorbia,cyparissias,
1528,Species,Euphorbiaceae,Euphorbia,esula,
1529,Species,Euphorbiaceae,Euphorbia,paralias,
1530,Species,Polygalaceae,Polygala,amara,
1531,Species,Polygalaceae,Polygala,comosa,
1532,Species,Polygalaceae,Polygala,serpyllifolia,
1533,Species,Rutaceae,Cneorum,tricoccon,
1534,Genus,Rutaceae,Ruta,,
1535,Species,Rutaceae,Ruta,graveolens,
1536,Species,Sapindaceae,Acer,pseudoplatanus,
1537,Species,Sapindaceae,Aesculus,hippocastanum,
1538,Species,Malvaceae,Hibiscus,trionum,
1539,Species,Malvaceae,Malva,neglecta,
1540,Species,Malvaceae,Tilia,europaea,
1541,Genus,Rhamnaceae,Paliurus,,
1542,Species,Rhamnaceae,Paliurus,spina-christi,
1543,Species,Rhamnaceae,Rhamnus,alpina,
1544,Species,Rhamnaceae,Rhamnus,cathartica,
1545,Species,Rhamnaceae,Rhamnus,lycioides,
1546,Family,Staphyleaceae,,,
1547,Genus,Staphyleaceae,Staphylea,,
1548,Species,Staphyleaceae,Staphylea,pinnata,
1549,Genus,Thymelaeaceae,Thymelaea,,
1550,Species,Thymelaeaceae,Daphne,striata,
1551,Family,Vitaceae,,,
1552,Genus,Vitaceae,Vitis,,
1553,Species,Vitaceae,Vitis,vinifera,
1554,Species,Cistaceae,Cistus,albidus,
1555,Species,Cistaceae,Cistus,laurifolius,
1556,Species,Cistaceae,Cistus,salviifolius,
1557,Genus,Cistaceae,Halimium,,
1558,Species,Cistaceae,Halimium,alyssoides,
1559,Species,Cistaceae,Halimium,ocymoides,
1560,Species,Cistaceae,Helianthemum,oelandicum,
1561,Species,Elaeagnaceae,Elaeagnus,angustifolia,
1562,Species,Elaeagnaceae,Elaeagnus,latifolia,
1563,Species,Elaeagnaceae,Elaeagnus,parvifolia,
1564,Species,Hypericaceae,Hypericum,maculatum,
1565,Species,Hypericaceae,Hypericum,perforatum,
1566,Species,Violaceae,Viola,biflora,
1567,Species,Violaceae,Viola,lutea,
1568,Species,Violaceae,Viola,odorata,
1569,Species,Violaceae,Viola,palustris,
1570,Species,Violaceae,Viola,persicifolia,
1571,Species,Violaceae,Viola,riviniana,
1572,Species,Violaceae,Viola,tricolor,
1573,Species,Haloragaceae,Myriophyllum,alterniflorum,
1574,Species,Haloragaceae,Myriophyllum,spicatum,
1575,Genus,Myrtaceae,Callistemon,,
1576,Species,Myrtaceae,Callistemon,rigidus,
1577,Genus,Myrtaceae,Metrosideros,,
1578,Species,Myrtaceae,Metrosideros,excelsa,
1579,Genus,Myrtaceae,Myrceugenia,,
1580,Genus,Myrtaceae,Myrcianthes,,
1581,Species,Myrtaceae,Myrcianthes,oreophila,
1582,Genus,Myrtaceae,Tepualia,,
1583,Species,Myrtaceae,Tepualia,stipularis,
1584,Species,Onagraceae,Epilobium,angustifolium,
1585,Species,Onagraceae,Epilobium,latifolium,
1586,Species,Onagraceae,Epilobium,montanum,
1587,Species,Onagraceae,Epilobium,palustre,
1588,Species,Onagraceae,Epilobium,parviflorum,
1589,Species,Onagraceae,Epilobium,tetragonum,
1590,Genus,Onagraceae,Fuchsia,,
1591,Species,Onagraceae,Fuchsia,magellanica,
1592,Genus,Onagraceae,Oenothera,,
1593,Species,Onagraceae,Oenothera,erythrosepala,
1594,Genus,Apiaceae,Aegopodium,,
1595,Species,Apiaceae,Aegopodium,podagraria,
1596,Species,Apiaceae,Apium,inundatum,
1597,Genus,Apiaceae,Astrantia,,
1598,Species,Apiaceae,Astrantia,major,
1599,Species,Apiaceae,Astrantia,minor,
1600,Genus,Apiaceae,Cicuta,,
1601,Species,Apiaceae,Cicuta,virosa,
1602,Species,Apiaceae,Oenanthe,crocata,
1603,Species,Apiaceae,Oenanthe,lachenalii,
1604,Genus,Apiaceae,Selinum,,
1605,Species,Apiaceae,Selinum,carvifolia,
1606,Genus,Apiaceae,Trinia,,
1607,Species,Apiaceae,Trinia,glauca,
1608,Species,Apiaceae,Heracleum,mantegazzianum,
1609,Genus,Apiaceae,Ligusticum,,
1610,Species,Apiaceae,Ligusticum,mutellina,
1611,Species,Apiaceae,Ligusticum,scoticum,
1612,Genus,Apiaceae,Peucedanum,,
1613,Species,Apiaceae,Peucedanum,ostruthium,
1614,Species,Apiaceae,Peucedanum,palustre,
1615,Species,Ericaceae,Erica,spiculifolia,
1616,Species,Ericaceae,Erica,australis,
1617,Species,Ericaceae,Erica,ciliaris,
1618,Species,Ericaceae,Erica,cinerea,
1619,Species,Ericaceae,Erica,lusitanica,
1620,Species,Ericaceae,Erica,tetralix,
1621,Species,Ericaceae,Erica,umbellata,
1622,Species,Ericaceae,Erica,vagans,
1623,Genus,Ericaceae,Moneses,,
1624,Species,Ericaceae,Moneses,uniflora,
1625,Genus,Ericaceae,Orthilia,,
1626,Species,Ericaceae,Orthilia,secunda,
1627,Species,Ericaceae,Pyrola,media,
1628,Species,Ericaceae,Pyrola,minor,
1629,Species,Ericaceae,Pyrola,norvegica,
1630,Species,Ericaceae,Rhododendron,ferrugineum,
1631,Genus,Ericaceae,Andromeda,,
1632,Species,Ericaceae,Andromeda,polifolia,
1633,Species,Ericaceae,Arbutus,unedo,
1634,Genus,Ericaceae,Chamaedaphne,,
1635,Species,Ericaceae,Chamaedaphne,calyculata,
1636,Genus,Ericaceae,Empetrum,,
1637,Species,Ericaceae,Empetrum,nigrum,
1638,Genus,Ericaceae,Kalmia,,
1639,Species,Ericaceae,Kalmia,angustifolia,
1640,Genus,Ericaceae,Ledum,,
1641,Species,Ericaceae,Ledum,palustre,
1642,Genus,Ericaceae,Loiseleuria,,
1643,Species,Ericaceae,Loiseleuria,procumbens,
1644,Genus,Ericaceae,Gaultheria,,
1645,Species,Ericaceae,Gaultheria,mucronata,
1646,Genus,Ericaceae,Phyllodoce,,
1647,Species,Ericaceae,Phyllodoce,caerulea,
1648,Species,Ericaceae,Rhododendron,hirsutum,
1649,Species,Ericaceae,Rhododendron,lapponicum,
1650,Species,Ericaceae,Vaccinium,angustifolium,
1651,Species,Ericaceae,Vaccinium,myrtillus,
1652,Species,Ericaceae,Vaccinium,oxycoccos,
1653,Species,Ericaceae,Vaccinium,uliginosum,
1654,Species,Primulaceae,Primula,elatior,
1655,Species,Primulaceae,Primula,veris,
1656,Genus,Primulaceae,Soldanella,,
1657,Species,Primulaceae,Soldanella,alpina,
1658,Genus,Oleaceae,Fontanesia,,
1659,Species,Oleaceae,Fontanesia,phillyreoides,
1660,Species,Oleaceae,Fraxinus,angustifolia,
1661,Species,Oleaceae,Fraxinus,ornus,
1662,Species,Oleaceae,Jasminum,nudiflorum,
1663,Species,Oleaceae,Ligustrum,vulgare,
1664,Genus,Oleaceae,Syringa,,
1665,Species,Oleaceae,Syringa,vulgaris,
1666,Species,Plumbaginaceae,Armeria,alliacea,
1667,Genus,Plumbaginaceae,Limonium,,
1668,Species,Plumbaginaceae,Limonium,binervosum,
1669,Species,Plumbaginaceae,Limonium,humile,
1670,Species,Plumbaginaceae,Limonium,vulgare,
1671,Genus,Primulaceae,Anagallis,,
1672,Species,Primulaceae,Anagallis,arvensis,
1673,Species,Primulaceae,Anagallis,tenella,
1674,Genus,Primulaceae,Cyclamen,,
1675,Species,Primulaceae,Cyclamen,hederifolium,
1676,Species,Primulaceae,Lysimachia,maritima,
1677,Species,Primulaceae,Lysimachia,nummularia,
1678,Species,Primulaceae,Lysimachia,vulgaris,
1679,Genus,Apocynaceae,Nerium,,
1680,Species,Apocynaceae,Nerium,oleander,
1681,Genus,Apocynaceae,Vinca,,
1682,Species,Apocynaceae,Vinca,major,
1683,Species,Apocynaceae,Vinca,minor,
1684,Genus,Gentianaceae,Blackstonia,,
1685,Species,Gentianaceae,Blackstonia,perfoliata,
1686,Species,Gentianaceae,Centaurium,erythraea,
1687,Species,Gentianaceae,Centaurium,pulchellum,
1688,Genus,Gentianaceae,Cicendia,,
1689,Species,Gentianaceae,Cicendia,filiformis,
1690,Species,Gentianaceae,Gentiana,bavarica,
1691,Species,Gentianaceae,Gentiana,clusii,
1692,Species,Gentianaceae,Gentiana,cruciata,
1693,Species,Gentianaceae,Gentiana,lutea,
1694,Species,Gentianaceae,Gentiana,nivalis,
1695,Species,Gentianaceae,Gentiana,punctata,
1696,Genus,Gentianaceae,Gentianella,,
1697,Species,Gentianaceae,Gentianella,amarella,
1698,Species,Gentianaceae,Gentianella,campestris,
1699,Species,Gentianaceae,Gentianella,germanica,
1700,Genus,Gentianaceae,Comastoma,,
1701,Species,Gentianaceae,Comastoma,tenellum,
1702,Genus,Gentianaceae,Lomatogonium,,
1703,Species,Gentianaceae,Lomatogonium,carinthiacum,
1704,Genus,Menyanthaceae,Nymphoides,,
1705,Species,Menyanthaceae,Nymphoides,peltata,
1706,Genus,Oleaceae,Phillyrea,,
1707,Species,Oleaceae,Phillyrea,angustifolia,
1708,Species,Oleaceae,Phillyrea,latifolia,
1709,Genus,Boraginaceae,Anchusa,,
1710,Species,Boraginaceae,Anchusa,arvensis,
1711,Genus,Boraginaceae,Borago,,
1712,Species,Boraginaceae,Borago,officinalis,
1713,Genus,Boraginaceae,Cynoglossum,,
1714,Species,Boraginaceae,Cynoglossum,officinale,
1715,Species,Boraginaceae,Myosotis,alpestris,
1716,Species,Boraginaceae,Myosotis,discolor,
1717,Species,Boraginaceae,Myosotis,ramosissima,
1718,Genus,Boraginaceae,Pentaglottis,,
1719,Species,Boraginaceae,Pentaglottis,sempervirens,
1720,Genus,Boraginaceae,Symphytum,,
1721,Species,Boraginaceae,Symphytum,officinale,
1722,Species,Boraginaceae,Symphytum,tuberosum,
1723,Species,Lamiaceae,Ajuga,genevensis,
1724,Species,Lamiaceae,Ajuga,pyramidalis,
1725,Genus,Lamiaceae,Galeopsis,,
1726,Species,Lamiaceae,Galeopsis,speciosa,
1727,Species,Lamiaceae,Galeopsis,tetrahit,
1728,Genus,Lamiaceae,Lamium,,
1729,Species,Lamiaceae,Lamium,album,
1730,Species,Lamiaceae,Lamium,amplexicaule,
1731,Species,Lamiaceae,Lamium,orvala,
1732,Genus,Lamiaceae,Lepechinia,,
1733,Species,Lamiaceae,Lepechinia,meyenii,
1734,Genus,Lamiaceae,Marrubium,,
1735,Species,Lamiaceae,Marrubium,incanum,
1736,Genus,Lamiaceae,Phlomis,,
1737,Species,Lamiaceae,Phlomis,purpurea,
1738,Genus,Lamiaceae,Scutellaria,,
1739,Species,Lamiaceae,Scutellaria,galericulata,
1740,Species,Lamiaceae,Scutellaria,minor,
1741,Species,Lamiaceae,Teucrium,fruticans,
1742,Species,Lamiaceae,Teucrium,montanum,
1743,Species,Lamiaceae,Teucrium,scordium,
1744,Species,Lamiaceae,Teucrium,scorodonia,
1745,Genus,Lamiaceae,Vitex,,
1746,Species,Lamiaceae,Vitex,agnus-castus,
1747,Family,Verbenaceae,,,
1748,Genus,Verbenaceae,Verbena,,
1749,Species,Verbenaceae,Verbena,officinalis,
1750,Species,Lamiaceae,Clinopodium,acinos,
1751,Species,Lamiaceae,Ajuga,reptans,
1752,Genus,Lamiaceae,Ballota,,
1753,Species,Lamiaceae,Ballota,nigra,
1754,Genus,Lamiaceae,Stachys,,
1755,Species,Lamiaceae,Stachys,officinalis,
1756,Species,Lamiaceae,Lamium,galeobdolon,
1757,Genus,Lamiaceae,Glechoma,,
1758,Species,Lamiaceae,Glechoma,hederacea,
1759,Species,Lamiaceae,Lamium,purpureum,
1760,Species,Lamiaceae,Lavandula,angustifolia,
1761,Species,Lamiaceae,Lavandula,multifida,
1762,Genus,Lamiaceae,Lycopus,,
1763,Species,Lamiaceae,Lycopus,europaeus,
1764,Species,Lamiaceae,Mentha,aquatica,
1765,Species,Lamiaceae,Mentha,longifolia,
1766,Genus,Lamiaceae,Prunella,,
1767,Species,Lamiaceae,Prunella,grandiflora,
1768,Species,Lamiaceae,Prunella,vulgaris,
1769,Genus,Lamiaceae,Salvia,,
1770,Species,Lamiaceae,Salvia,glutinosa,
1771,Species,Lamiaceae,Salvia,officinalis,
1772,Species,Lamiaceae,Salvia,pratensis,
1773,Species,Lamiaceae,Salvia,verbenaca,
1774,Species,Lamiaceae,Salvia,verticillata,
1775,Species,Lamiaceae,Stachys,palustris,
1776,Species,Lamiaceae,Stachys,sylvatica,
1777,Genus,Solanaceae,Streptosolen,,
1778,Species,Solanaceae,Streptosolen,jamesonii,
1779,Family,Phrymaceae,,,
1780,Genus,Phrymaceae,Mimulus,,
1781,Species,Phrymaceae,Mimulus,guttatus,
1782,Genus,Plantaginaceae,Cymbalaria,,
1783,Species,Plantaginaceae,Cymbalaria,muralis,
1784,Genus,Plantaginaceae,Digitalis,,
1785,Species,Plantaginaceae,Digitalis,grandiflora,
1786,Species,Plantaginaceae,Digitalis,purpurea,
1787,Genus,Plantaginaceae,Gratiola,,
1788,Species,Plantaginaceae,Gratiola,officinalis,
1789,Genus,Plantaginaceae,Kickxia,,
1790,Species,Plantaginaceae,Kickxia,spuria,
1791,Species,Plantaginaceae,Linaria,alpina,
1792,Species,Plantaginaceae,Linaria,purpurea,
1793,Genus,Plantaginaceae,Veronica,,
1794,Species,Plantaginaceae,Veronica,alpina,
1795,Species,Scrophulariaceae,Scrophularia,nodosa,
1796,Species,Scrophulariaceae,Scrophularia,umbrosa,
1797,Genus,Scrophulariaceae,Verbascum,,
1798,Species,Scrophulariaceae,Verbascum,nigrum,
1799,Species,Scrophulariaceae,Verbascum,pulverulentum,
1800,Species,Scrophulariaceae,Verbascum,speciosum,
1801,Species,Scrophulariaceae,Verbascum,thapsus,
1802,Species,Scrophulariaceae,Verbascum,virgatum,
1803,Genus,Solanaceae,Atropa,,
1804,Species,Solanaceae,Atropa,belladonna,
1805,Genus,Solanaceae,Datura,,
1806,Species,Solanaceae,Solanum,dulcamara,
1807,Genus,Orobanchaceae,Bartsia,,
1808,Species,Orobanchaceae,Bartsia,alpina,
1809,Genus,Orobanchaceae,Euphrasia,,
1810,Species,Orobanchaceae,Euphrasia,stricta,
1811,Species,Orobanchaceae,Melampyrum,arvense,
1812,Species,Orobanchaceae,Melampyrum,pratense,
1813,Genus,Orobanchaceae,Odontites,,
1814,Species,Orobanchaceae,Odontites,verna,
1815,Species,Orobanchaceae,Pedicularis,comosa,
1816,Species,Orobanchaceae,Pedicularis,kerneri,
1817,Species,Orobanchaceae,Pedicularis,lapponica,
1818,Species,Orobanchaceae,Pedicularis,palustris,
1819,Species,Orobanchaceae,Pedicularis,rostratocapitata,
1820,Species,Orobanchaceae,Pedicularis,verticillata,
1821,Genus,Orobanchaceae,Rhinanthus,,
1822,Species,Orobanchaceae,Rhinanthus,alectorolophus,
1823,Species,Plantaginaceae,Veronica,agrestis,
1824,Species,Plantaginaceae,Veronica,anagallis-aquatica,
1825,Species,Plantaginaceae,Veronica,beccabunga,
1826,Species,Plantaginaceae,Veronica,catenata,
1827,Species,Plantaginaceae,Veronica,chamaedrys,
1828,Species,Plantaginaceae,Veronica,filiformis,
1829,Species,Plantaginaceae,Veronica,fruticans,
1830,Species,Plantaginaceae,Veronica,montana,
1831,Species,Plantaginaceae,Veronica,officinalis,
1832,Species,Plantaginaceae,Veronica,scutellata,
1833,Species,Plantaginaceae,Veronica,serpyllifolia,
1834,Species,Plantaginaceae,Veronica,spicata,
1835,Genus,Acanthaceae,Acanthus,,
1836,Species,Acanthaceae,Acanthus,mollis,
1837,Genus,Crassulaceae,Orostachys,,
1838,Species,Crassulaceae,Orostachys,malacophylla,
1839,Species,Crassulaceae,Sedum,quadrifidum,
1840,Family,Lentibulariaceae,,,
1841,Genus,Lentibulariaceae,Pinguicula,,
